Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1PH2MDbcBAU094DlgTIND1,"THANK GOD","UTOPIA","Travis Scott",2023-07-28,184888,71,,2023-07-28T04:36:29Z,"rap,slap house","Cactus Jack/Epic",0.657,0.553,10,-7.08,0,0.0394,0.254,0,0.129,0.576,134.925,4
6tDDoYIxWvMLTdKpjFkc1B,"telepatía","Sin Miedo (del Amor y Otros Demonios) ∞","Kali Uchis",2020-12-04,160191,81,,2023-07-28T00:33:12Z,"colombian pop","EMI / Interscope",0.653,0.524,11,-9.016,0,0.0502,0.112,0,0.203,0.553,83.97,4
7pcANiSH8mEKLUIPAxiSDr,"CAN YOU HEAR THE MOON","The in Between","Grady",2019-10-25,182534,48,,2023-07-27T17:03:52Z,"indie electropop","TMWRK Records, LLC",0.343,0.503,6,-6.018,0,0.0623,0.0242,0.00184,0.42,0.5,146.11,4
2i2gDpKKWjvnRTOZRhaPh2,"Moonlight","Moonlight","Kali Uchis",2023-02-24,187557,74,,2023-07-27T16:51:59Z,"colombian pop","Geffen Records",0.64,0.719,7,-6.452,0,0.0516,0.477,0,0.16,0.889,136.79,4
44yCee9dkgbofBom5te9Hy,"Shhh","Who is Nardo Wick?","Nardo Wick",2021-12-03,139040,50,,2023-07-26T21:23:10Z,"florida drill,florida rap,southern hip hop","Flawless Ent./RCA Records",0.71,0.509,1,-6.941,0,0.405,0.00992,0,0.537,0.317,160.11,4
3dqFdKbZacv3Z3XzFtIFjE,"Alright","Who is Nardo Wick?","Nardo Wick",2021-12-03,177693,47,,2023-07-26T21:19:08Z,"florida drill,florida rap,southern hip hop","Flawless Ent./RCA Records",0.705,0.416,1,-9.767,1,0.293,0.0415,0.00000436,0.196,0.0765,75.998,4
5LEEhCD3GsPGlHAVk1JNda,"Steppers","Steppers (FAST X Soundtrack)","NLE Choppa,Nardo Wick,Fast & Furious: The Fast Saga",2023-05-17,164260,36,,2023-07-26T21:16:05Z,"memphis hip hop,rap,florida drill,florida rap,southern hip hop,soundtrack","APG Inc – FF10",0.788,0.839,11,-6.105,0,0.174,0.00552,0.0000178,0.0982,0.645,104.036,4
2v2j25recIr66jLFS1ELuQ,"Wickman","Who is Nardo Wick?","Nardo Wick",2021-12-03,134120,51,,2023-07-26T17:17:09Z,"florida drill,florida rap,southern hip hop","Flawless Ent./RCA Records",0.765,0.532,1,-9.647,0,0.0782,0.0265,0,0.11,0.0391,129.985,4
0B1xarnfKvUFWUoFdQnooq,"RIOT (Rowdy Pipe'n)","RIOT (Rowdy Pipe'n)","A$AP Rocky,Pharrell Williams",2023-07-20,189011,56,,2023-07-25T21:46:34Z,"east coast hip hop,hip hop,rap,dance pop,pop","A$AP Worldwide/RCA Records",0.744,0.883,5,-2.517,0,0.143,0.41,0,0.0722,0.871,120.082,4
2Yt4SXIgmoaPZHGdRafp4P,"Umbrella (with 21 Savage & Young Nudy)","HEROES & VILLAINS","Metro Boomin,21 Savage,Young Nudy",2022-12-02,222000,66,,2023-07-25T21:14:25Z,"rap,atl hip hop,hip hop,pluggnb,southern hip hop,trap","Republic Records",0.82,0.786,11,-3.683,0,0.171,0.0737,0.000313,0.359,0.386,110.985,4
221qmpQeBNV87sUjQeUTVH,"Around Me (feat. Don Toliver)","HEROES & VILLAINS","Metro Boomin,Don Toliver",2022-12-02,191520,76,,2023-07-25T20:57:45Z,"rap","Republic Records",0.695,0.669,2,-3.447,0,0.0394,0.0881,0.0137,0.513,0.063,119.986,4
5sdQOyqq2IDhvmx2lHOpwd,"Super Shy","NewJeans 'Super Shy'","NewJeans",2023-07-07,154666,77,,2023-07-24T22:04:08Z,"k-pop,k-pop girl group","ADOR",0.776,0.817,5,-6.018,0,0.0748,0.18,0.0000344,0.146,0.515,149.921,4
6NdnvPwQvZb147DVa4x14h,"Heartbroken (feat. Jessie Murph & Polo G)","Heartbroken (feat. Jessie Murph & Polo G)","Diplo,Jessie Murph,Polo G",2023-07-21,204325,62,,2023-07-24T19:02:34Z,"dance pop,edm,electro house,moombahton,pop dance,modern country pop,singer-songwriter pop,chicago rap,rap","Columbia",0.67,0.589,2,-5.693,1,0.0873,0.379,0,0.0942,0.628,146.978,4
4qKcDkK6siZ7Jp1Jb4m0aL,"Look Alive (feat. Drake)","Look Alive (feat. Drake)","BlocBoy JB,Drake",2018-02-09,181263,7,,2023-07-20T17:21:17Z,"memphis hip hop,rap,tennessee hip hop,trap,canadian hip hop,canadian pop,hip hop,pop rap","OVO Sound/Warner Records",0.922,0.581,10,-7.495,1,0.27,0.00104,0.0000586,0.105,0.595,140.022,4
7eLiel6UxoNWPGJoSfrq46,"YUM YUM - Slowed","YUM YUM","LXNGVX,Mc Gw",2023-06-23,154236,62,,2023-07-18T18:56:18Z,"gym phonk,krushfunk,funk carioca,funk mtg,funk paulista,funk rj","Aurorian Records",0.75,0.789,5,-2.027,0,0.124,0.259,0.073,0.128,0.185,109.331,4
1YLRIBphlM9kEBAhwJVumn,"Disco Phonk","Disco Phonk","ATSMXN",2023-04-24,140307,46,,2023-07-18T17:27:51Z,"gym phonk","Magic Records",0.754,0.945,10,0.421,0,0.276,0.0896,0.5,0.323,0.624,129.984,4
4Vt23qVQt9DKXPjJXvEAia,"BRTMZ","BRTMZ","Bartmoss",2023-06-12,127804,33,,2023-07-18T17:27:14Z,"","Magic Records",0.638,0.965,2,-1.47,1,0.196,0.0606,0.324,0.408,0.414,123.05,4
62ZAFyVwbc9f2M8qCW1qJr,"MURDER PLOT","MURDER PLOT","Kordhell",2022-12-15,126857,59,,2023-07-18T17:13:52Z,"drift phonk","Kordhell",0.598,0.971,2,-1.543,1,0.139,0.00178,0,0.1,0.761,140.2,4
6AqZbaM3bQNYvX9OTjzakL,"Grateful (feat. Coco Jones)","222","Lil Tjay,Coco Jones",2023-07-14,168396,43,,2023-07-17T03:06:15Z,"brooklyn drill,melodic rap,nyc rap,rap,pop r&b","Columbia",0.622,0.436,5,-7.611,1,0.0388,0.815,0.0000131,0.113,0.277,116.939,4
1vHzUmqpA2tgO1OGtBuItX,"Beat the Odds Pt 2 (feat. Polo G)","222","Lil Tjay,Polo G",2023-07-14,212600,50,,2023-07-17T03:01:31Z,"brooklyn drill,melodic rap,nyc rap,rap,chicago rap","Columbia",0.526,0.359,8,-11.381,0,0.441,0.727,0,0.103,0.761,179.703,4
7bhUnwhjn0f5eTNxGSYvZs,"Foster Baby","222","Lil Tjay",2023-07-14,213397,49,,2023-07-17T03:01:22Z,"brooklyn drill,melodic rap,nyc rap,rap","Columbia",0.579,0.474,5,-9.59,1,0.29,0.831,0.00000954,0.111,0.581,137.937,4
0wdlLb695gFP3CSiUAqxls,"Project Walls (feat. YoungBoy Never Broke Again)","222","Lil Tjay,YoungBoy Never Broke Again",2023-07-14,152217,53,,2023-07-17T02:56:36Z,"brooklyn drill,melodic rap,nyc rap,rap,baton rouge rap","Columbia",0.72,0.635,6,-6.792,0,0.215,0.152,0.00000114,0.11,0.51,140,4
4xyJoUIOHlWiOa6wddezEj,"Forgot I Was The 1?","222","Lil Tjay",2023-07-14,212048,45,,2023-07-17T02:49:20Z,"brooklyn drill,melodic rap,nyc rap,rap","Columbia",0.688,0.559,1,-6.89,1,0.144,0.497,0,0.106,0.219,146.984,4
3WuKqAvj0DvhUDwcYUX1Mp,"Someone Who Cares","222","Lil Tjay",2023-07-14,203492,47,,2023-07-17T02:45:05Z,"brooklyn drill,melodic rap,nyc rap,rap","Columbia",0.718,0.509,7,-6.279,1,0.0887,0.312,0,0.204,0.215,129.995,3
1xHcIJHIHwr2PUyTmFTWTy,"Bla Bla (feat. Fivio Foreign)","222","Lil Tjay,Fivio Foreign",2023-07-14,146966,52,,2023-07-17T02:07:25Z,"brooklyn drill,melodic rap,nyc rap,rap,new york drill,trap","Columbia",0.73,0.771,6,-7.012,0,0.138,0.0814,0.00000137,0.105,0.558,148.058,4
6MXpyTImQy7r9KnSgqYoBn,"Heart Felt Soul","222","Lil Tjay",2023-07-14,155884,47,,2023-07-17T02:04:48Z,"brooklyn drill,melodic rap,nyc rap,rap","Columbia",0.746,0.71,8,-5.508,0,0.143,0.431,0.00000148,0.167,0.171,99.922,4
14SaZBTjxlorHJQxXh01Hu,"Girls Need Love (with Drake) - Remix","Last Day Of Summer","Summer Walker,Drake",2018-10-19,222374,76,,2023-07-17T02:01:07Z,"r&b,rap,canadian hip hop,canadian pop,hip hop,pop rap","LVRN/Interscope Records",0.656,0.432,6,-9.481,0,0.217,0.443,0,0.132,0.0897,97.022,4
5ybZcAwqUF7i9gwABLeXzs,"2 Grown (feat. The Kid LAROI)","222","Lil Tjay,The Kid LAROI",2023-07-14,232091,66,,2023-07-17T02:00:31Z,"brooklyn drill,melodic rap,nyc rap,rap,australian hip hop","Columbia",0.674,0.365,11,-10.912,1,0.0778,0.582,0,0.236,0.417,96.995,4
2mNaugzeRDyAq991bw4nqv,"Stressed (feat. Summer Walker)","222","Lil Tjay,Summer Walker",2023-07-14,144344,55,,2023-07-17T01:58:23Z,"brooklyn drill,melodic rap,nyc rap,rap,r&b","Columbia",0.683,0.504,11,-8.138,0,0.133,0.226,0.00000223,0.14,0.315,94.048,4
6ekXhxSuvpfGi7xR99Whzd,"Scared 2 Be Lonely","222","Lil Tjay",2023-07-14,182145,55,,2023-07-17T01:53:57Z,"brooklyn drill,melodic rap,nyc rap,rap","Columbia",0.788,0.482,1,-6.708,0,0.043,0.0639,0.0000246,0.294,0.0693,129.976,4
6Yt0M7Q8apD5sxtgYry7wK,"June 22nd","222","Lil Tjay",2023-07-14,190320,52,,2023-07-17T01:48:59Z,"brooklyn drill,melodic rap,nyc rap,rap","Columbia",0.687,0.666,11,-6.195,0,0.327,0.125,0,0.727,0.296,160.027,4
2LlOeW5rVcvl3QcPNPcDus,"Always","NEVER ENOUGH","Daniel Caesar",2023-04-07,225312,79,,2023-07-16T23:23:21Z,"canadian contemporary r&b","Republic Records",0.578,0.436,2,-8.202,1,0.0461,0.666,0.0000019,0.106,0.199,135.86,4
3Pz9konqP1wwaXkNagNNT7,"Does She","Rouge","Yuna,Jay Park",2019-07-12,202080,35,,2023-07-15T18:09:39Z,"malaysian pop,k-pop,k-rap,korean r&b","Verve Pop",0.495,0.437,11,-6.641,0,0.304,0.236,0,0.068,0.599,203.151,4
4KXAulHeLjKCVoHrCAMdto,"Likes","Rouge","Yuna,KYLE",2019-07-12,215560,27,,2023-07-15T18:07:47Z,"malaysian pop,deep underground hip hop,indie pop rap,meme rap,pop rap,viral trap","Verve Pop",0.437,0.614,9,-6.909,1,0.318,0.656,0,0.148,0.655,81.121,4
6XhnayiqvBCpmzTvbb0bMr,"Pink Youth","Rouge","Yuna,Little Simz",2019-07-12,240840,26,,2023-07-15T06:30:04Z,"malaysian pop,alternative r&b,escape room,trap queen","Verve Pop",0.732,0.886,6,-5.445,0,0.0994,0.239,0.000308,0.779,0.602,113.498,4
5k0zwGPg7ndLbLDZa9Ns3Z,"Blank Marquee","Rouge","Yuna,G-Eazy",2019-07-12,220760,26,,2023-07-15T06:28:24Z,"malaysian pop,indie pop rap,oakland hip hop,pop rap,rap","Verve Pop",0.851,0.767,9,-6.039,1,0.0636,0.421,0.000522,0.131,0.849,113.314,4
1utDFK1ARQcuZSwapf3cfb,"The Feels","The Feels","TWICE",2021-10-01,198053,59,,2023-07-15T02:39:24Z,"k-pop,k-pop girl group,pop","Republic Records - TWICE",0.808,0.903,9,-2.179,1,0.0729,0.0899,0,0.0816,0.922,120.044,4
3XVBdLihbNbxUwZosxcGuJ,"If I Ain't Got You","The Diary Of Alicia Keys","Alicia Keys",2003-12-02,228706,81,,2023-07-15T01:59:42Z,"neo soul,pop,r&b","J Records",0.609,0.444,7,-9.129,1,0.106,0.603,0.00000686,0.104,0.166,118.402,3
0W1jDXkALMfPqheeSEEk5x,"juice","juice","brb.",2021-05-14,195692,1,,2023-07-13T17:27:46Z,"bedroom r&b,singaporean pop","brb.",0.735,0.576,11,-10.496,0,0.0428,0.0163,0.000155,0.102,0.847,130.018,4
1boXOL0ua7N2iCOUVI1p9F,"Japanese Denim","Get You - Single","Daniel Caesar",2016-10-21,270846,77,,2023-07-13T17:21:22Z,"canadian contemporary r&b","Daniel Caesar",0.707,0.238,3,-8.818,1,0.0379,0.0905,0.00000242,0.0842,0.345,124.156,3
1PJe0Vt9p0QaV4ZNHUwml0,"Roommates","Roommates","Malcolm Todd",2023-06-22,214922,0,,2023-07-13T16:52:37Z,"bedroom r&b","Malcolm Hobert",0.733,0.369,0,-10.769,0,0.0291,0.559,0,0.118,0.497,110.088,4
2BgEsaKNfHUdlh97KmvFyo,"2002","Speak Your Mind (Deluxe)","Anne-Marie",2018-04-27,186986,76,,2023-07-13T02:38:19Z,"pop","Atlantic Records UK",0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,4
6IQCmIGaOxzjNNcwScETVD,"FRIENDS","Speak Your Mind (Deluxe)","Marshmello,Anne-Marie",2018-04-27,202620,51,,2023-07-13T02:07:11Z,"brostep,edm,pop,progressive electro house","Atlantic Records UK",0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,4
0AAMnNeIc6CdnfNU85GwCH,"Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray)","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)","Metro Boomin,Coi Leray",2023-06-02,189466,70,,2023-07-13T02:06:48Z,"rap,new jersey underground rap,trap queen","Republic Records",0.751,0.3,4,-9.404,0,0.0584,0.199,0.000341,0.127,0.0551,120.097,4
3iXP0G94qFZiXgZGZb2i5R,"Tension","DON'T SLEEP","Sleepy Hallow",2019-10-31,148552,50,,2023-07-10T09:21:54Z,"brooklyn drill,nyc rap","Winners Circle Entertainment Inc / EMPIRE",0.768,0.675,0,-5.152,0,0.267,0.635,0.0000238,0.15,0.942,99.988,4
3VFGA65JnN8EDmnRb5SHW2,"Zoom (Bonus Track)","Pink Tape","Lil Uzi Vert",2023-06-30,166012,53,,2023-06-30T07:45:37Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap","Generation Now/Atlantic",0.818,0.547,5,-5.868,0,0.39,0.0784,0.0000013,0.119,0.432,79.483,4
07TSrx1BDK6twM9avkYzbe,"The End (feat. BABYMETAL)","Pink Tape","Lil Uzi Vert,BABYMETAL",2023-06-30,187244,53,,2023-06-30T07:42:14Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap,idol rock,j-metal,kawaii metal","Generation Now/Atlantic",0.522,0.954,1,-4.547,1,0.0713,0.000021,0.676,0.316,0.239,109.973,4
4Dk42ykoREkq82ny0mWZnU,"Days Come and Go","Pink Tape","Lil Uzi Vert",2023-06-30,257673,48,,2023-06-30T07:37:13Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap","Generation Now/Atlantic",0.529,0.735,9,-3.905,1,0.153,0.295,0,0.112,0.617,76.209,4
0WCJSIy75ZVxqY51ce0enc,"Pluto to Mars","Pink Tape","Lil Uzi Vert",2023-06-30,246497,56,,2023-06-30T07:25:50Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap","Generation Now/Atlantic",0.807,0.627,11,-6.829,1,0.0771,0.0225,0,0.0904,0.761,122.963,4
64b4ElrrZOEp3H1Pac2lG6,"CS","Pink Tape","Lil Uzi Vert",2023-06-30,212040,43,,2023-06-30T07:18:29Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap","Generation Now/Atlantic",0.418,0.758,3,-5.914,1,0.0407,0.000174,0.00107,0.13,0.202,127.907,4
02Mqx9HzVRyfdCUpPNR6N3,"Fire Alarm (feat. Snow Strippers)","Pink Tape","Lil Uzi Vert,Snow Strippers",2023-06-30,185167,50,,2023-06-30T07:16:07Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap,cloud rap","Generation Now/Atlantic",0.603,0.772,8,-3.953,1,0.039,0.0513,0.000141,0.114,0.0632,130.996,4
2lophWrG2xqv9CSgSPca5k,"Nakamura","Pink Tape","Lil Uzi Vert",2023-06-30,197900,49,,2023-06-30T07:11:18Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap","Generation Now/Atlantic",0.52,0.876,5,-3.707,1,0.0606,0.0414,0,0.418,0.38,160.008,4
6kHYpEnDpMCyGu0E2PlWY1,"All Alone","Pink Tape","Lil Uzi Vert",2023-06-30,222618,49,,2023-06-30T07:07:25Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap","Generation Now/Atlantic",0.752,0.693,6,-6.087,0,0.162,0.0954,0,0.293,0.473,138.104,4
5V5Xpbmqi2rp1xSJWZTvYu,"Mama, I’m Sorry","Pink Tape","Lil Uzi Vert",2023-06-30,210961,51,,2023-06-30T07:04:18Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap","Generation Now/Atlantic",0.783,0.594,4,-4.943,0,0.105,0.774,0,0.169,0.596,128.177,4
41bmnQZoDMQdDh5zyomtW7,"Endless Fashion (feat. Nicki Minaj)","Pink Tape","Lil Uzi Vert,Nicki Minaj",2023-06-30,216703,59,,2023-06-30T07:00:26Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap,hip pop,pop,queens hip hop","Generation Now/Atlantic",0.731,0.605,1,-5.01,1,0.19,0.067,0.0000077,0.177,0.413,132.946,4
3lcfs9Qjfxzy00VSVkixDv,"I Gotta","Pink Tape","Lil Uzi Vert",2023-06-30,173025,53,,2023-06-30T06:57:09Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap","Generation Now/Atlantic",0.818,0.51,2,-7.05,0,0.408,0.209,0,0.211,0.416,129.057,4
6kQF79mjbOkvuRvg0J2XZv,"Died and Came Back","Pink Tape","Lil Uzi Vert",2023-06-30,180636,48,,2023-06-30T06:50:36Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap","Generation Now/Atlantic",0.674,0.669,1,-5.079,0,0.0803,0.149,0,0.56,0.431,132.098,4
3a36nM6fPVA8K1vqq6d03o,"x2","Pink Tape","Lil Uzi Vert",2023-06-30,234324,55,,2023-06-30T06:46:28Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap","Generation Now/Atlantic",0.64,0.891,10,-4.639,0,0.135,0.00467,0,0.132,0.449,148.054,3
11pn4LFXCIXyprWQk8RSlM,"Crush Em","Pink Tape","Lil Uzi Vert",2023-06-30,165589,51,,2023-06-30T06:40:40Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap","Generation Now/Atlantic",0.613,0.797,7,-5.564,0,0.299,0.0185,0,0.279,0.336,145.011,4
3fDTzkvrOo5xQIO480Qmsb,"Suicide Doors","Pink Tape","Lil Uzi Vert",2023-06-30,259079,55,,2023-06-30T06:34:10Z,"hip hop,melodic rap,philly rap,rage rap,rap,trap","Generation Now/Atlantic",0.538,0.783,11,-2.565,0,0.222,0.0113,0,0.281,0.553,75.388,4
2Fc43JMEjnGlYIT3RwmXCC,"Gods & Demons","Gods & Demons","etman",2023-06-05,149387,0,,2023-06-30T02:42:01Z,"","etman",0.603,0.912,2,-2.606,1,0.111,0.00113,0,0.42,0.426,150.02,4
1RMJOxR6GRPsBHL8qeC2ux,"Best Part (feat. H.E.R.)","Freudian","Daniel Caesar,H.E.R.",2017-08-25,209831,84,,2023-06-29T17:36:39Z,"canadian contemporary r&b,r&b,rap","Golden Child Recordings",0.524,0.364,7,-10.209,1,0.0367,0.808,0,0.1,0.436,75.24,4
458EaCXcB9TRBoJEDVcdcr,"Strawberry Skies","Strawberry Skies","Kid Travis",2020-05-22,165333,53,,2023-06-28T17:33:11Z,"dark r&b","Groovie Gang Entertainment, under exclusive license to Amuseio AB",0.65,0.462,11,-6.587,0,0.089,0.366,0,0.159,0.649,89.887,4
3ZuKr1NfTecyfGuYwuXb7c,"Freestyle 3","XTENDED","Ken Carson",2022-10-31,142287,60,,2023-06-24T08:36:34Z,"rage rap","Opium/Interscope Records",0.699,0.739,1,-5.401,1,0.267,0.022,0,0.154,0.581,156.083,4
4mRcWpEcBCXNzrapIH76R7,"Jonesboro","BUSINESS IS BUSINESS","Young Thug",2023-06-23,163800,54,,2023-06-23T20:47:13Z,"atl hip hop,atl trap,gangster rap,hip hop,melodic rap,rap,trap","300 Entertainment/Atl",0.682,0.635,7,-6.38,1,0.244,0.514,0.00000327,0.189,0.249,113.698,5
5nYygW7bTgPOhckh3uDR9L,"Hellcat Kenny (feat. Lil Uzi Vert)","BUSINESS IS BUSINESS","Young Thug,Lil Uzi Vert",2023-06-23,154466,51,,2023-06-23T20:41:10Z,"atl hip hop,atl trap,gangster rap,hip hop,melodic rap,rap,trap,philly rap,rage rap","300 Entertainment/Atl",0.932,0.503,8,-9.351,0,0.294,0.0661,0,0.0856,0.686,140.096,4
3GXjlz7evuodm50dfiDDWo,"Want Me Dead (feat. 21 Savage)","BUSINESS IS BUSINESS","Young Thug,21 Savage",2023-06-23,194706,54,,2023-06-23T20:38:29Z,"atl hip hop,atl trap,gangster rap,hip hop,melodic rap,rap,trap","300 Entertainment/Atl",0.833,0.6,6,-8.287,0,0.375,0.204,0,0.147,0.491,133.22,4
7qLr3HMApUbyDkUvgIvHnB,"Oh U Went (feat. Drake)","BUSINESS IS BUSINESS","Young Thug,Drake",2023-06-23,185333,64,,2023-06-23T20:35:11Z,"atl hip hop,atl trap,gangster rap,hip hop,melodic rap,rap,trap,canadian hip hop,canadian pop,pop rap","300 Entertainment/Atl",0.808,0.789,7,-5.88,0,0.236,0.0517,0,0.0819,0.465,136.01,4
4Zsi5pyvmZBxvRg0KeDFMC,"Abracadabra (feat. Travis Scott)","BUSINESS IS BUSINESS","Young Thug,Travis Scott",2023-06-23,247733,51,,2023-06-23T20:26:21Z,"atl hip hop,atl trap,gangster rap,hip hop,melodic rap,rap,trap,slap house","300 Entertainment/Atl",0.65,0.565,8,-6.597,0,0.225,0.0342,0,0.111,0.377,163.281,4
0r75DNlHu4recmKUdZeMfG,"Wit Da Racks (feat. 21 Savage, Travis Scott & Yak Gotti)","BUSINESS IS BUSINESS","Young Thug,Yak Gotti,Travis Scott,21 Savage",2023-06-23,226413,52,,2023-06-23T20:23:05Z,"atl hip hop,atl trap,gangster rap,hip hop,melodic rap,rap,trap,slap house","300 Entertainment/Atl",0.766,0.699,4,-7.214,0,0.299,0.00296,0,0.29,0.36,144.974,4
0k88aN0xmk8Xn1zdnyTiPG,"Money On The Dresser","BUSINESS IS BUSINESS","Young Thug",2023-06-23,133000,46,,2023-06-23T20:12:41Z,"atl hip hop,atl trap,gangster rap,hip hop,melodic rap,rap,trap","300 Entertainment/Atl",0.896,0.648,8,-6.903,1,0.267,0.000107,0.00826,0.105,0.441,159.982,4
7CmNyEQUpNSX6RMM5Fw3os,"DOORS UNLOCKED (feat. Ty Dolla $ign & Polo G)","DOORS UNLOCKED (feat. Ty Dolla $ign & Polo G)","Murda Beatz,Polo G,Ty Dolla $ign",2020-07-31,171888,43,,2023-06-22T15:39:06Z,"canadian hip hop,canadian trap,chicago rap,rap,hip hop,pop rap,r&b,southern hip hop,trap,trap soul","Murda Beatz Recordings/Interscope Records",0.689,0.393,0,-9.179,0,0.0876,0.209,0,0.122,0.513,158.016,4
5Ojb9dF8VoBHUwbDfPxMlg,"Do Not Disturb (feat. Lil Yachty & Offset)","Bless Yo Trap","Smokepurpp,Murda Beatz,Lil Yachty,Offset",2018-04-13,157557,47,,2023-06-22T15:32:00Z,"melodic rap,miami hip hop,trap,underground hip hop,canadian hip hop,canadian trap,atl hip hop,rap,hip hop,pop rap","Alamo",0.882,0.649,10,-4.569,0,0.0666,0.205,0.00191,0.328,0.219,130.981,4
06WUUNf7q18NZfjIsQFsfa,"Delusions of Saviour","Repentless","Slayer",2015-09-11,115413,71,,2023-06-21T21:20:48Z,"alternative metal,death metal,groove metal,hard rock,metal,old school thrash,rock,speed metal,thrash metal","Nuclear Blast",0.223,0.805,8,-8.969,1,0.037,0.000179,0.814,0.0849,0.25,168.165,4
2Hd7uGbl8PX0IxyX59VFOg,"The Beach","TAKE TIME","Giveon",2020-03-27,205663,64,,2023-06-21T08:03:54Z,"r&b","Epic/Not So Fast",0.649,0.509,3,-9.502,0,0.0659,0.181,0.000655,0.932,0.223,99.813,4
4ZB2yAZyPHI6SHdFPPT9sa,"In The Dark (with Jhené Aiko)","In The Dark (with Jhené Aiko)","Swae Lee,Jhené Aiko",2021-08-20,161164,0,,2023-06-21T07:22:16Z,"melodic rap,rap,trap,r&b","MARVEL/Hollywood Records, Inc./Interscope Records",0.692,0.642,6,-6.68,1,0.0702,0.337,0,0.107,0.702,98.096,4
6tVrmsbI5HVDgOlFSTrQjB,"Lucky Strike","Overexposed","Maroon 5",2021-06-20,185280,42,,2023-06-20T08:03:54Z,"pop","Interscope Records*",0.674,0.74,11,-4.517,0,0.0419,0.000637,0,0.111,0.431,143.994,4
5QrmygpdyE3IbrZzJsZ4uj,"WON'T STOP","Gully (Original Motion Picture Soundtrack)","Don Toliver",2021-06-04,171999,45,,2023-06-20T03:30:50Z,"rap","Epic",0.808,0.47,9,-7.292,0,0.042,0.272,0.00213,0.115,0.441,90.002,4
5qVQkDreRgn8TFxRFfgYQB,"ARSENAL (I SMELL BITCH) (feat. Denzel Curry)","TEXAS BOY","Mike Dimes,Denzel Curry",2023-06-16,195267,43,,2023-06-18T20:32:53Z,"southern hip hop,dark trap,drill,hip hop,miami hip hop,rap,trap,underground hip hop","Since the 80's/CAMP BILLY",0.808,0.554,1,-7.74,1,0.198,0.197,0,0.139,0.13,118.165,4
0VimwY2GfFRLIT1EAH9C3L,"Feeling Like Wop (feat. Gucci Mane)","Feeling Like Wop (feat. Gucci Mane)","BigWalkDog,Gucci Mane",2023-02-23,201070,31,,2023-06-18T20:31:15Z,"memphis hip hop,atl hip hop,dirty south rap,hip hop,pop rap,rap,southern hip hop,trap","1017/Atlantic",0.916,0.542,1,-5.279,1,0.154,0.00596,0,0.0973,0.274,117.038,4
0fv2KH6hac06J86hBUTcSf,"NEW MAGIC WAND","IGOR","Tyler, The Creator",2019-05-17,195320,80,,2023-06-17T19:19:36Z,"hip hop,rap","Columbia",0.621,0.73,5,-5.414,0,0.107,0.0967,0.000131,0.673,0.464,139.566,4
5hVghJ4KaYES3BFUATCYn0,"EARFQUAKE","IGOR","Tyler, The Creator",2019-05-17,190066,81,,2023-06-17T19:19:31Z,"hip hop,rap","Columbia",0.554,0.498,9,-8.866,1,0.0685,0.23,0.00000598,0.795,0.413,79.635,4
4MXhiYIRDMGAuvZc5IFTwC,"ASTROTHUNDER","ASTROWORLD","Travis Scott",2018-08-03,142969,74,,2023-06-17T02:10:11Z,"rap,slap house","Cactus Jack / Epic",0.7,0.46,4,-8.111,0,0.0661,0.142,0.0000481,0.111,0.286,151.901,4
4rXLjWdF2ZZpXCVTfWcshS,"fukumean","a Gift & a Curse","Gunna",2023-06-16,125040,82,,2023-06-16T23:30:40Z,"atl hip hop,melodic rap,rap,trap","300 Entertainment",0.847,0.622,1,-6.747,0,0.0903,0.119,0,0.285,0.22,130.001,4
48rsYvIQXUAtxcmIoStOaM,"ca$h $hit","a Gift & a Curse","Gunna",2023-06-16,131493,57,,2023-06-16T23:24:09Z,"atl hip hop,melodic rap,rap,trap","300 Entertainment",0.795,0.55,7,-5.704,0,0.0882,0.123,0,0.0873,0.152,119.975,4
